logo,name,lastname,body,product,quantity,price
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,christopher,kyle,We're excited to fulfill your order. Thank you for trusting PayPal.,BTC,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,Linda,Ortiz,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,BTC(Bitcoin),0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,WILLIAM,KELLY,Congratulations! Your order is confirmed and in progress with PayPal.,BTC/Bitcoin,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,candace,cornelius,Thank you for trusting PayPal with your order. We can't wait for you to receive it!,BTC,0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,CIndy,OSullivan,We're delighted to have received your order. Thank you for choosing PayPal!,BTC-Bitcon,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,DAGMARY,ARROYO,Thank you for placing your order. We're excited to fulfill it with PayPal.,Bitcoin(BTC),0.025,$548.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-6.png" alt="" class="wp-image-73"/></figure>,Stephanie,Ofriel,Congratulations! Your order is confirmed and in progress with PayPal.,BTC-Bitcon,0.025,$455.54 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Brenda,Washburn,We're excited to fulfill your order. Thank you for trusting PayPal.,BTC-Bitcon,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,Eugene,Oneal,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,BTC-Bitcon,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Katarzyna,Davis,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,BTC,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,christopher,Lowrey,We're excited to fulfill your order. Thank you for trusting PayPal.,BTC/Bitcoin,0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Timothy,Uhl,Thank you for choosing PayPal. Your order is confirmed and on its way!,BTC(Bitcoin),0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,Jesse,Drees,Thank you for your purchase through PayPal. Your order is confirmed and on its way!,(Bitcoin)BTC,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,andrea,klein,We appreciate your order through PayPal. Get ready for a fantastic shopping experience!,BTC,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,Mckayla,Legg,We're thrilled to have received your order through PayPal. Thank you for your business!,BTC,0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,Kristopher,Reed,We appreciate your order through PayPal. Get ready for a fantastic shopping experience!,Bitcoin(BTC),0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,keith,taylor,Congratulations on your purchase through PayPal. Your order is on its way!,BTC-Bitcon,0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,amber,esseiva,Thank you for your order. We're grateful for your business and excited to fulfill it.,Bitcoin/BTC,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,peyton,darnell,We appreciate your order through PayPal. Get ready for a fantastic shopping experience!,(Bitcoin)BTC,0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-2.png" alt="" class="wp-image-52"/></figure>,erica,Ramirez,We're delighted to have received your order. Thank you for choosing PayPal!,BTC-Bitcon,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Shane,Grim,Congratulations on your purchase through PayPal. Your order is on its way!,BTC-Bitcon,0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-6.png" alt="" class="wp-image-73"/></figure>,Deanna,West,We appreciate your purchase through PayPal. Get ready for an amazing shopping experience!,BTC-Bitcon,0.025,$548.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,John,Rosa,Thank you for choosing PayPal for your purchase. Your order is confirmed and in progress.,BTC-Bitcon,0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,Breeanne,Case,We're delighted to have received your order. Thank you for choosing PayPal!,BTC/Bitcoin,0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,RAY,KIMBLE,Congratulations on your purchase! Thank you for choosing PayPal as your payment provider.,Bitcoin(BTC),0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,Jayme,Kashiwamura,We appreciate your business. Your order has been successfully processed through PayPal.,BTC(Bitcoin),0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,William,Jones,Congratulations on your purchase through PayPal. Your order is on its way!,(BTC)Bitcoin,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Peter,Pisa,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,BTC(Bitcoin),0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-6.png" alt="" class="wp-image-73"/></figure>,Hassan,Mortazavi,Thank you for placing your order. We're excited to fulfill it with PayPal.,BTC-Bitcon,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Craig,Swanby,Thank you for placing your order. We're excited to fulfill it with PayPal.,BTC/Bitcoin,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,Mark,Preyer,Thank you for your order. We're grateful for your business and excited to fulfill it.,BTC(Bitcoin),0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Melissa,Muff,Thank you for choosing PayPal for your purchase. Your order is confirmed and in progress.,(BTC)Bitcoin,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Jake,Provance,Congratulations on your order! We're as excited as you are at PayPal.,(Bitcoin)BTC,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-4-1.png" alt="" class="wp-image-37"/></figure>,Deb,Foster,Congratulations on your purchase! Thank you for choosing PayPal as your payment provider.,BTC/Bitcoin,0.025,$548.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,Jesse,Reich,Your order is in good hands with PayPal. We appreciate your business and can't wait to deliver your purchase.,BTC(Bitcoin),0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,Sara,Batalgia,We appreciate your business. Your order has been successfully processed through PayPal.,(BTC)Bitcoin,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-2.png" alt="" class="wp-image-52"/></figure>,Sean,Fagan,Your order has been successfully placed with PayPal. Get ready for a great shopping experience!,BTC-Bitcon,0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,stephen,hager,We're delighted to have received your order. Thank you for choosing PayPal!,BTC(Bitcoin),0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,Abraham,Mebrhatu,We appreciate your purchase through PayPal. Get ready for an amazing shopping experience!,BTC,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,Jsco,Lovett,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,Bitcoin(BTC),0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Michaela,Goodman,Thank you for your order. We're grateful for your business and excited to fulfill it.,BTC,0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,Melissa,Copple,We're excited to fulfill your order. Thank you for trusting PayPal.,(Bitcoin)BTC,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-2.png" alt="" class="wp-image-52"/></figure>,veronica,downer,We're excited to fulfill your order. Thank you for trusting PayPal.,Bitcoin/BTC,0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,Hannah,Morgan,Congratulations on your order! We're as excited as you are at PayPal.,(Bitcoin)BTC,0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,jerome,meiring,Congratulations on your purchase! Thank you for choosing PayPal as your payment provider.,(Bitcoin)BTC,0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,Angie,Wagner,We appreciate your order through PayPal. Get ready for a fantastic shopping experience!,(Bitcoin)BTC,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,nilaksha,bhatt,We're delighted to have received your order. Thank you for choosing PayPal!,(Bitcoin)BTC,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,terasa,prince,We appreciate your business. Your order has been successfully processed through PayPal.,(BTC)Bitcoin,0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Brian,Robison,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,Bitcoin/BTC,0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Melissa,Lutz,Congratulations on your order! We're as excited as you are at PayPal.,BTC/Bitcoin,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,Nancy,Bass,Thank you for choosing PayPal for your purchase. Your order is confirmed and in progress.,(BTC)Bitcoin,0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,William,Bresnen,Your order has been successfully placed with PayPal. Get ready for a great shopping experience!,BTC-Bitcon,0.025,$253.11 
